ticker,bar_ts,fetched_at,asof_date,close,is_stale
0700.HK,2026-08-06T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,479.20001220703125,1
0700.HK,2026-08-07T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,478.79998779296875,1
0005.HK,2026-07-07T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-07,153.3000030517578,1
0005.HK,2026-07-08T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-08,151.89999389648438,1
0005.HK,2026-07-09T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-09,152.3000030517578,1
0005.HK,2026-07-10T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-10,153.5,1
0005.HK,2026-07-13T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-13,153.8000030517578,1
0005.HK,2026-07-14T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-14,152.60000610351562,1
0005.HK,2026-07-15T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-15,155.3000030517578,1
0005.HK,2026-07-16T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-16,156.89999389648438,1
0005.HK,2026-07-17T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-17,156.89999389648438,1
0005.HK,2026-07-20T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-20,157.8000030517578,1
0005.HK,2026-07-21T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-21,156.5,1
0005.HK,2026-07-22T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-22,158.89999389648438,1
0005.HK,2026-07-23T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-23,161.5,1
0005.HK,2026-07-24T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-24,161.39999389648438,1
0005.HK,2026-07-27T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-27,162.8000030517578,1
0005.HK,2026-07-28T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-28,162.0,1
0005.HK,2026-07-29T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-29,164.6999969482422,1
0005.HK,2026-07-30T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-30,164.5,1
0005.HK,2026-07-31T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-31,168.1999969482422,1
0005.HK,2026-08-03T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-03,168.1999969482422,1
0005.HK,2026-08-04T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-04,166.5,1
0005.HK,2026-08-05T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-05,162.10000610351562,1
0005.HK,2026-08-06T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,160.10000610351562,1
0005.HK,2026-08-07T08:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,161.1999969482422,1
7203.T,2026-07-07T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-07,2946.0,1
7203.T,2026-07-08T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-08,2889.0,1
7203.T,2026-07-09T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-09,2824.0,1
7203.T,2026-07-10T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-10,2823.0,1
7203.T,2026-07-13T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-13,2806.0,1
7203.T,2026-07-14T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-14,2839.0,1
7203.T,2026-07-15T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-15,2875.5,1
7203.T,2026-07-16T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-16,2909.0,1
7203.T,2026-07-17T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-17,2899.5,1
7203.T,2026-07-21T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-21,2944.5,1
7203.T,2026-07-22T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-22,2939.0,1
7203.T,2026-07-23T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-23,2950.0,1
7203.T,2026-07-24T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-24,2897.0,1
7203.T,2026-07-27T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-27,2965.5,1
7203.T,2026-07-28T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-28,3008.0,1
7203.T,2026-07-29T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-29,3224.0,1
7203.T,2026-07-30T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-30,3126.0,1
7203.T,2026-07-31T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-31,3067.0,1
7203.T,2026-08-03T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-03,2963.5,1
7203.T,2026-08-04T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-04,2918.5,1
7203.T,2026-08-05T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-05,2914.5,1
7203.T,2026-08-06T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,2983.5,1
7203.T,2026-08-07T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,2980.0,1
6758.T,2026-07-07T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-07,3502.0,1
6758.T,2026-07-08T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-08,3468.0,1
6758.T,2026-07-09T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-09,3409.0,1
6758.T,2026-07-10T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-10,3359.0,1
6758.T,2026-07-13T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-13,3341.0,1
6758.T,2026-07-14T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-14,3383.0,1
6758.T,2026-07-15T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-15,3389.0,1
6758.T,2026-07-16T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-16,3438.0,1
6758.T,2026-07-17T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-17,3470.0,1
6758.T,2026-07-21T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-21,3458.0,1
6758.T,2026-07-22T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-22,3444.0,1
6758.T,2026-07-23T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-23,3445.0,1
6758.T,2026-07-24T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-24,3409.0,1
6758.T,2026-07-27T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-27,3574.0,1
6758.T,2026-07-28T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-28,3662.0,1
6758.T,2026-07-29T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-29,3809.0,1
6758.T,2026-07-30T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-30,3809.0,1
6758.T,2026-07-31T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-07-31,3787.0,1
6758.T,2026-08-03T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-03,3589.0,1
6758.T,2026-08-04T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-04,3539.0,1
6758.T,2026-08-05T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-05,3565.0,1
6758.T,2026-08-06T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,3626.0,1
6758.T,2026-08-07T06:00:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,3721.0,1
SAP.DE,2026-07-07T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-07,143.89999389648438,1
SAP.DE,2026-07-08T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-08,137.9600067138672,1
SAP.DE,2026-07-09T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-09,137.74000549316406,1
SAP.DE,2026-07-10T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-10,137.5800018310547,1
SAP.DE,2026-07-13T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-13,140.72000122070312,1
SAP.DE,2026-07-14T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-14,136.72000122070312,1
SAP.DE,2026-07-15T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-15,136.97999572753906,1
SAP.DE,2026-07-16T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-16,137.63999938964844,1
SAP.DE,2026-07-17T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-17,137.9199981689453,1
SAP.DE,2026-07-20T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-20,138.25999450683594,1
SAP.DE,2026-07-21T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-21,136.4199981689453,1
SAP.DE,2026-07-22T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-22,132.0399932861328,1
SAP.DE,2026-07-23T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-23,128.32000732421875,1
SAP.DE,2026-07-24T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-24,140.1999969482422,1
SAP.DE,2026-07-27T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-27,151.27999877929688,1
SAP.DE,2026-07-28T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-28,159.24000549316406,1
SAP.DE,2026-07-29T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-29,162.0399932861328,1
SAP.DE,2026-07-30T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-30,155.9199981689453,1
SAP.DE,2026-08-03T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-03,164.63999938964844,1
SAP.DE,2026-08-04T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-04,167.3800048828125,1
SAP.DE,2026-08-05T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-05,169.25999450683594,1
SAP.DE,2026-08-06T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,170.97999572753906,1
SAP.DE,2026-08-07T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,177.9600067138672,1
SIE.DE,2026-07-07T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-07,269.6000061035156,1
SIE.DE,2026-07-08T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-08,265.54998779296875,1
SIE.DE,2026-07-09T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-09,273.79998779296875,1
SIE.DE,2026-07-10T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-10,272.8500061035156,1
SIE.DE,2026-07-13T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-13,272.1000061035156,1
SIE.DE,2026-07-14T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-14,272.8999938964844,1
SIE.DE,2026-07-15T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-15,270.1000061035156,1
SIE.DE,2026-07-16T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-16,270.70001220703125,1
SIE.DE,2026-07-17T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-17,264.54998779296875,1
SIE.DE,2026-07-20T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-20,265.1499938964844,1
SIE.DE,2026-07-21T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-21,270.45001220703125,1
SIE.DE,2026-07-22T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-22,271.25,1
SIE.DE,2026-07-23T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-23,268.20001220703125,1
SIE.DE,2026-07-24T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-24,272.25,1
SIE.DE,2026-07-27T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-27,272.75,1
SIE.DE,2026-07-28T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-28,271.75,1
SIE.DE,2026-07-29T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-29,271.25,1
SIE.DE,2026-07-30T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-07-30,281.1000061035156,1
SIE.DE,2026-08-03T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-03,285.29998779296875,1
SIE.DE,2026-08-04T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-04,287.45001220703125,1
SIE.DE,2026-08-05T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-05,285.95001220703125,1
SIE.DE,2026-08-06T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-06,273.1000061035156,1
SIE.DE,2026-08-07T15:30:00+00:00,2026-08-09T13:28:51+00:00,2026-08-07,279.79998779296875,1
